"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"9827","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18199/2025-2026/227892","AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA)","LALJI VERMA","AMBEDKAR NAGAR","25-Mar-2026","HAJI NOORULLAH J H SCHOOL ILTIFATGANJ","Payment Success","300000"
"9828","Maharashtra","Construction of common work sheds/ common covered sitting area","WS/MP18308/2025-2026/244717","MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA)","RAVINDRA DATTARAM WAIKAR","MUMBAI NORTH WEST","25-Mar-2026","Jarimari labour co op society ltd","Payment Success","1498335"
"9829","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18122/2024-2025/181794","JALNA(DISTRICT COLLECTOR JALNA_IDA)","KALYAN VAIJINATHRAO KALE","JALNA","22-Mar-2026","Atmanand Mss ltd Avana","Payment Success","989553"
"9830","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18323/2025-2026/146867","NANDED(DISTRICT COLLECTOR NANDED_IDA)","DR KALGE SHIVAJI BANDAPPA","LATUR(SC)","26-Mar-2026","GRAM PANCHAYAT KARYALAYA NAVRANGPURA KANDHAR NANDED","Payment Success","990848"
"9831","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18429/2025-2026/242067","NANDED(DISTRICT COLLECTOR NANDED_IDA)","Ravindra Vasantrao Chavan","NANDED","07-Apr-2026","GRAM PANCHAYAT KARYALAYA MANGNALI","Payment Success","495000"
"9832","Odisha","Construction of community centers and community halls","WS/MP18358/2025-2026/188076","GANJAM(DISTRICT COLLECTOR GANJAM_IDA)","ANITA SUBHADARSHINI","ASKA","23-Mar-2026","PARDIP KUMAR","Payment Success","300000"
"9833","Rajasthan","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP18166/2025-2026/248133","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM","JALORE","24-Mar-2026","Amrit E Moters","Payment Success","98499"
"9834","Rajasthan","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP18166/2025-2026/248131","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM","JALORE","24-Mar-2026","Amrit E Moters","Payment Success","98499"
"9835","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","DAL SINGH","Payment Success","2400"
"9836","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","DAL SINGH","Payment Success","28700"
"9837","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","DAL SINGH","Payment Success","4500"
"9838","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","DAL SINGH","Payment Success","27100"
"9839","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","DAL SINGH","Payment Success","17100"
"9840","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","DAL SINGH","Payment Success","5573"
"9841","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","DAL SINGH","Payment Success","28700"
"9842","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","SADANAND","Payment Success","42600"
"9843","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","SADANAND","Payment Success","46800"
"9844","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","SADANAND","Payment Success","6600"
"9845","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","SADANAND","Payment Success","20800"
"9846","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","RAJINDER SINGH","Payment Success","3500"
"9847","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","NASIB SINGH","Payment Success","2000"
"9848","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","Shahi Brothers","Payment Success","30528"
"9849","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","Shahi Brothers","Payment Success","30528"
"9850","Himachal Pradesh","Setting up crops conservation facilities","WS/MP18328/2025-2026/252806","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Kangana Ranaut","MANDI","24-Mar-2026","GP SHANSHA","Payment Success","700000"
"9851","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","SINGLA Cement Building Material Store","Payment Success","14000"
"9852","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","SINGLA Cement Building Material Store","Payment Success","15550"
"9853","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","SINGLA Cement Building Material Store","Payment Success","23400"
"9854","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","SINGLA Cement Building Material Store","Payment Success","42480"
"9855","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","JATINDER KUMAR","Payment Success","4000"
"9856","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","DAVINDER SINGH","Payment Success","3000"
"9857","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","JK Hardware Cement Store","Payment Success","29430"
"9858","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","JK Hardware Cement Store","Payment Success","41301"
"9859","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","JK Hardware Cement Store","Payment Success","24412"
"9860","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","JK Hardware Cement Store","Payment Success","39154"
"9861","Punjab","Construction of rooms and halls in school and colleges","WS/MP18311/2025-2026/259393","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","16-Apr-2026","JK Hardware Cement Store","Payment Success","12800"
"9862","Himachal Pradesh","Construction of culverts and bridges","WS/MP18328/2025-2026/252810","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Kangana Ranaut","MANDI","24-Mar-2026","GP Khangsar","Payment Success","500000"
"9863","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","DEEPAK GUPTA","Payment Success","4000"
"9864","Himachal Pradesh","Construction of public irrigation facilities","WS/MP18328/2025-2026/252811","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Kangana Ranaut","MANDI","24-Mar-2026","GP WARPA","Payment Success","398292"
"9865","Telangana","Installing tube-wells and borewells","WS/MP770/2025-2026/187868","SIDDIPET(District Collector Siddipet_IDA)","Sanjay Kumar Bandi","KARIMNAGAR","20-Mar-2026","Sandanboina Kumaraswami","Payment Success","199847"
"9866","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","ATUL PLYWOOD AND GLASS HOUSE","Payment Success","24544"
"9867","Himachal Pradesh","Construction of community centers and community halls","WS/MP18328/2025-2026/252807","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Kangana Ranaut","MANDI","24-Mar-2026","GP KEYLONG","Payment Success","500000"
"9868","Punjab","Construction of rooms and halls in school and colleges","WS/MP18158/2025-2026/191105","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","11-May-2026","JAGROOP SINGH","Payment Success","5000"
"9869","Himachal Pradesh","Construction of community centers and community halls","WS/MP18328/2025-2026/252808","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Kangana Ranaut","MANDI","24-Mar-2026","GP BAOBOG","Payment Success","350000"
"9870","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","ABDUL VAHID","Payment Success","6000"
"9871","Himachal Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18328/2025-2026/252803","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Kangana Ranaut","MANDI","24-Mar-2026","GP GOUSHAL","Payment Success","200000"
"9872","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","PRAHLAD JANGID","Payment Success","3990"
"9873","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","MANJU JANGID","Payment Success","3990"
"9874","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","ISMAIL","Payment Success","3990"
"9875","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","MUNNI","Payment Success","3990"
"9876","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","RUBI","Payment Success","3990"
"9877","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","IRFAN AHAMAD","Payment Success","3990"
"9878","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","SADDAM HUSSAIN","Payment Success","3990"
"9879","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","RAMRATAN","Payment Success","3990"
"9880","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","PREM BAI","Payment Success","3990"
"9881","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","NARENDER KUMAR","Payment Success","3990"
"9882","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","RUBINA BANO","Payment Success","3990"
"9883","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","INDARJEET JANGID","Payment Success","3990"
"9884","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","Shoyeb Akhtar","Payment Success","5250"
"9885","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","Aslam Mohammad","Payment Success","3990"
"9886","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","AJAY OAD","Payment Success","3990"
"9887","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","LEKHRAJ GURJAR","Payment Success","3990"
"9888","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","HARI KANWAR","Payment Success","3990"
"9889","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","AABID HUSAIN","Payment Success","3135"
"9890","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18162/2025-2026/251136","BUNDI(DISTRICT COLLECTOR BUNDI_IDA)","DAMODAR AGARWAL","BHILWARA","20-Mar-2026","HASAN MANSURI","Payment Success","3135"
"9891","Himachal Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18328/2025-2026/252809","Lahaul And Spiti(DEPUTY COMMISSIONER L and S_IDA)","Kangana Ranaut","MANDI","01-Apr-2026","GP DARCHA","Payment Success","300000"
"9892","Rajasthan","Improvement of electricity distribution infrastructure","WS/MP18166/2025-2026/261376","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM","JALORE","24-Mar-2026","AEN O and M JDVVNL PINDWARA","Payment Success","361234"
"9893","Rajasthan","Improvement of electricity distribution infrastructure","WS/MP18166/2025-2026/261375","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM","JALORE","24-Mar-2026","AEN O and M JDVVNL PINDWARA","Payment Success","243197"
"9894","Rajasthan","Improvement of electricity distribution infrastructure","WS/MP18166/2025-2026/261372","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM","JALORE","24-Mar-2026","AEN O and M JDVVNL PINDWARA","Payment Success","278585"
"9895","Meghalaya","Construction of rooms and halls in school and colleges","WS/MP18137/2025-2026/233807","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","ANDREW J. SYNGKON","SHILLONG","15-May-2026","ST PETER AND UP PRIMARY SCHOOL MAWPAT","Payment Success","250000"
